rank,tmdb_id,title,original_title,original_language,release_date,release_year,popularity,vote_average,vote_count,adult,video,genre_ids,genres,runtime,status,tagline,budget,revenue,homepage,imdb_id,production_companies,production_countries,spoken_languages,cast,directors,keywords,overview,poster_url,backdrop_url,kobis_movie_cd,kobis_movie_nm,kobis_open_dt,kobis_match_status,kobis_boxoffice_date,kobis_rank,kobis_audi_acc,kobis_sales_acc,kobis_daily_audi_cnt,kobis_daily_sales_amt,kobis_scrn_cnt,kobis_show_cnt,page,fetched_at
455,435880,대립군,대립군,ko,2017-05-31,2017,1.6871,6.882,34,False,False,10752|12|28,전쟁|모험|액션,130,Released,오직 살아남기 위해 대신 싸웠다,0,0,,tt6010020,M-Line Distribution|Realies Pictures|20th Century Fox Korea|Blossom Pictures|Dexter Studios|Shiseido Co. Ltd.|Fox International Productions Korea,JP|KR,Korean,이정재(Tow)|여진구(Prince Gwanghae)|김무열(Gok-soo)|김명곤(Minister Jung)|박원상(Jo-seung)|오광록(Pockmark)|배수빈(Yang-sa)|이솜(Duk-yi)|Han Jae-yeong(Wang-choon)|박지환(Goluta),정윤철,mercenary|military|16th century|japanese invasion of korea|joseon dynasty (1392–1910)|imjin war,"1592년 임진왜란이 발발하자, 선조는 어린 광해에게 조정을 나눈 ‘분조’를 맡기고 의주로 피란한다. 임금 대신 의병을 모아 전쟁에 맞서기 위해 머나 먼 강계로 떠난 광해와 분조 일행은 남의 군역을 대신하며 먹고 사는 대립군들을 호위병으로 끌고간다. 대립군의 수장 토우와 동료들은 광해를 무사히 데려다주고 공을 세워 비루한 팔자를 고치기 위해 위험을 무릅쓴다. 하지만 정체불명의 자객 습격과 왕세자를 잡으려는 일본군의 추격에  희생이 커지면서 서로 간에 갈등은 점점 깊어만 가는데…",https://image.tmdb.org/t/p/original/qyL0LkAoaPePEsArPE5qy9rOJzn.jpg,https://image.tmdb.org/t/p/original/1yMt58XEJMNxqrl4y9dTVMArKcb.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
456,49214,말죽거리 잔혹사,말죽거리 잔혹사,ko,2004-01-15,2004,1.7906,7.3,91,False,False,10749|18|28,로맨스|드라마|액션,116,Released,,0,0,,tt0390205,CJ Entertainment|Sidus,KR,Korean,권상우(Hyeon-su)|이정진(Woo-shik)|한가인(Eun-ju)|이종혁(Cha Jong-hoon)|박효준(Ham Jae-bok)|서동원(Seong-hun)|김동영(Young Hyeon-su)|조진웅(Yasaengma Gang Member)|Lee Gyu-ho(Yasaengma Gang Leader)|김인권(Jiksae),유하,"1970s|nunchaku|boys' school|seoul, south korea","1978년 말죽거리의 봄, 현수는 강남의 정문고로 전학온다. 정문고는 선생 폭력 외에도 학생들간 세력다툼으로 악명높은 문제학교. 이소룡 열혈팬이라는 이유로 금새 죽고 못사는 친구가 된 모범생 현수와 학교짱 우식. 하교길 버스안에서 올리비아 핫세를 꼭 닮은 은주를 보고 동시에 반하는 현수와 우식. 하지만 은주는 다정한 현수보다 남자다운 우식에게 빠져든다.",https://image.tmdb.org/t/p/original/9h0Pos3Ydu1TkO9vtFOs45osdLB.jpg,https://image.tmdb.org/t/p/original/a7FjMHK3AQVbAcVOeQoeEAxTDU0.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
457,453992,박열,박열,ko,2017-06-28,2017,1.8398,7.406,32,False,False,36|18,역사|드라마,129,Released,나는 조선의 개새끼로소이다,0,0,,tt6903980,Plus M Entertainment,KR,Japanese|English|Korean,이제훈(Park Yeol)|최희서(Fumiko Kaneko)|김인우(Mizuno)|권율(Lee Seok)|민진웅(Hong Jin-yoo)|Kim Soo-jin(Makino)|김준한(Tatemasu)|백수장(Choi Young-hwan)|정준원(Kim Joong-han)|이정현(Vigilante Corps),이준익,court|independence movement|anarchist|1920s|korean resistance|japanese occupation of korea,"1923년, 관동대지진 이후 퍼진 괴소문으로 6천여 명의 무고한 조선인이 학살된다. 사건을 은폐하기 위해, 관심을 돌릴 화젯거리가 필요했던 일본내각은 불령사를 조직해 항일운동을 하던 조선 청년 박열을 대역사건의 배후로 지목한다. 일본의 계략을 눈치챈 박열은 동지이자 연인인 가네코 후미코와 함께  일본 황태자 폭탄 암살 계획을 자백하고, 사형까지 무릅쓴 역사적인 재판을 시작하는데...",https://image.tmdb.org/t/p/original/1fjBtHc5tERLVZGWsSiwvUVLErk.jpg,https://image.tmdb.org/t/p/original/wt1CVgqkXJLTU28Se1g3HbyZBQq.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
458,287647,카트,카트,ko,2014-11-13,2014,1.7074,7.2,38,False,False,18,드라마,104,Released,아무것도 몰랐던 그들의 뜨거운 싸움이 시작된다!,0,0,,tt3953834,Myung Films|LiTTLE BiG PiCTURES|kth|9ers Entertainment,KR,Korean,염정아(Sun-hee)|문정희(Hye-mi)|김영애(Soon-rye)|김강우(Dong-joon)|황정민(Ok-soon)|천우희(Mi-jin)|도경수(Tae-young)|이승준(Section Chief Choi)|지우(Soo-kyung)|박수영(Store Manager),Boo Ji-young,worker|strike|market|labor strike|labor union|woman director|labor rights,"대한민국 대표 마트 더 마트. “마트의 생명은 매출, 매출은 고객, 고객은 서비스”를 외치며 언제나 고객 만족 서비스를 실천하기 위해 온갖 컴플레인과 잔소리에도 꿋꿋이 웃는 얼굴로 일하는 더 마트의 직원들. 그러던 어느 날, 회사로부터 갑작스럽게 일방적인 해고 통지를 받게 된다. 정규직 전환을 눈 앞에 둔 선희를 비롯, 싱글맘 혜미, 청소원 순례, 순박한 아줌마 옥순, 88만원 세대 미진은 하루 아침에 직장을 잃을 위기에 처한다. 노조의 ‘노’자도 모르고 살았던 그녀들이 용기를 내어 서로 힘을 합치는데…",https://image.tmdb.org/t/p/original/tvQeXRMqUMCjhtgNkfvZdwp6xYm.jpg,https://image.tmdb.org/t/p/original/siTLKiftbKXfye4i3KQQXo8yA6f.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
459,602302,내일의 기억,내일의 기억,ko,2021-04-21,2021,1.9224,6.951,102,False,False,9648|53,미스터리|스릴러,99,Released,"내가 본 내일, 당신은 살인자였다",0,0,,tt14527836,iFilm|Tori Pictures|CJ CGV,KR,Korean,서예지(Kim Soo-jin)|김강우(Kim Sun-woo)|성혁(Lee Ji-hoon)|박상욱(Detective Cho Ki-sang)|배유람(Detective Bae)|염혜란(Director of Fine Arts Academy)|Park Bom-I(Little Girl)|Gong Yu-rim(Teenage Girl)|김강훈(Boy)|김주령(Doctor),서유민,,"사고로 기억을 잃은 채 깨어난 수진 옆엔 자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다. 그리고 집에 돌아온 후, 마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다. 그러던 어느 날 길에서 만난 옛 직장 동료는 수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고, 때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.",https://image.tmdb.org/t/p/original/5VdCj7o8DsDz66MYwX3iV2Stia3.jpg,https://image.tmdb.org/t/p/original/jMmfVsefR4SJOs99p0ghUAjyg6V.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
460,571787,나의 특별한 형제,나의 특별한 형제,ko,2019-05-01,2019,1.9315,8.233,60,False,False,35|18,코미디|드라마,114,Released,세상엔 이런 형제도 있다!,0,0,,tt10237612,Myung Films|Joy Rabbit|Next Entertainment World,KR,Korean,신하균(Se-ha)|이광수(Dong-gu)|이솜(Mi-hyun)|박철민(Song Ju-sa)|권해효(Park Sin-bu)|길해연(Jeong-sun)|김경남(Teacher Yook)|안지호(Young Se-ha)|Kim Hyun-bin(Young Dong-gu)|김한나(Lake Woman),육상효,,"비상한 두뇌를 가졌지만 동생 '동구' 없이는 아무 데도 못 가는 형 세하, 뛰어난 수영실력을 갖췄지만 형 세하 없이는 아무것도 못 하는 동생 동구. 이들은 피 한 방울 섞이지 않았지만 20년 동안 한 몸처럼 살아온 '특별한 형제'다. 어느 날 형제의 보금자리 '책임의 집'을 운영하던 신부님이 돌아가시자 모든 지원금이 끊기게 되고, 각각 다른 장애를 가진 두 사람은 헤어질 위기에 처하고 만다. 세하는 '책임의 집'을 지키고 동구와 떨어지지 않기 위해 구청 수영장 알바생이자 취준생 미현을 수영코치로 영입하고, 동구를 수영대회에 출전시켜 사람들의 이목을 집중시키는 데 성공한다. 헤어지지 않을 수 있다는 희망을 본 것도 잠시, 예상치 못한 인물이 형제 앞에 등장하면서 형제는 새로운 위기를 겪게 되는데...",https://image.tmdb.org/t/p/original/4LvhaLpA2pQAPQGVEUjc0vhEXGe.jpg,https://image.tmdb.org/t/p/original/eNQLc072eu0ttmfJYx7Xhrc3iHS.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
461,321191,허삼관,허삼관,ko,2015-01-14,2015,1.9742,7.1,35,False,False,18,드라마,124,Released,"천하태평, 버럭성질, 뒤끝작렬! 허삼관! 그의 인생을 뒤흔든 일생일대의 사건이 시작된다!",0,0,,tt3797004,Next Entertainment World|Fantagio|Dhutayeon,KR,Korean,하정우(Heo Sam-gwan)|하지원(Heo Ok-ran)|남다름(Heo Il-rak)|No Kang-min(Heo Yi-rak)|전혜진(Ms. Song)|장광(Dr. Choi)|민무제(Ha So-yong)|주진모(Sam-gwan's Uncle)|성동일(Mr. Bang)|정만식(Mr. Shim),하정우,,"돈 없고, 대책 없고, 가진 것도 없지만 뒤끝만은 넘치는 남자 허삼관. 마을 절세미녀 허옥란에 한눈에 반하지만 이미 그녀에겐 하소용이란 남자가 있다는 청천벽력 같은 소식을 듣게 된다. 하지만 여기서 포기하면 허삼관이 아니다! 온갖 물량공세로 마침내 결혼승낙을 받아낸 삼관은 보고만 있어도 배부른 세 아들 일락, 이락, 삼락을 낳고 행복한 하루하루를 보낸다. 하지만 시간이 흐를수록 마을에는 삼관의 행복을 위협하는 흉흉한 소문이 퍼져간다. 바로 큰 아들 일락이 허삼관이 아닌 하소용을 닮아간다는 것! 일락이 자신의 아들이란 사실을 입증하기 위해 마을 사람들을 모두 모은 삼관. 그리고 현장에 막 도착한 일락의 혈액형 검사결과를 발표하는데...",https://image.tmdb.org/t/p/original/bbKDM8ADbGkapKRuroTEHNyA2RT.jpg,https://image.tmdb.org/t/p/original/sRdGwlWVhfawITSgCQm87sPCKOB.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
462,160075,누구의 딸도 아닌 해원,누구의 딸도 아닌 해원,ko,2013-02-28,2013,1.7089,6.5,61,False,False,18,드라마,90,Released,누구에게도 말 하지 못했던 그녀의 슬프고 아름다운 며칠간의 이야기,0,0,,tt2576522,Jeonwonsa Film|Finecut,KR,Korean,이선균(Seongjun)|정은채(Haewon)|김자옥(Jinju)|예지원(Yeonju)|김의성(Jungwon)|유준상(Jungsik)|류덕환(Dongjoo)|기주봉(Hoowon)|김주희(Restaurant Owner)|안재홍(Jaehong),홍상수,daughter|professor,"대학생 해원은 학교 선생인 성준과의 비밀스런 관계를 정리하고 싶다. 내일 캐나다로 이민을 떠나는 엄마와 만나고 우울해진 해원은 오랜만에 성준을 다시 만난다. 그날 식당에서 우연히 같은 과 학생들을 마주치게 되고 두 사람의 관계가 알려지게 된다. 해원은 더 불안해지고, 성준은 둘이서 어디론가 도망을 가자는 극단적인 제안을 한다. 해원은 자주 꿈을 꾼다. 그녀의 꿈은 그녀의 깨어있는 삶과 비교가 될 것인데, 그 중 어느 것도 그녀의 삶이 아니라고 말할 수 없을 것이다.",https://image.tmdb.org/t/p/original/dMpJ0c5BOM5X94EJOWgt174P4tc.jpg,https://image.tmdb.org/t/p/original/67czeepXFFGFB9IsjYJXGRxnRRe.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
463,633374,리멤버,리멤버,ko,2022-10-26,2022,1.8863,7.563,103,False,False,53|28|18,스릴러|액션|드라마,128,Released,"60년의 계획, 복수를 위한 위험한 동행이 시작된다",0,0,,tt21279122,Moonlight Film|Acemaker Movieworks,KR,Japanese|Korean,이성민(Pil-ju)|남주혁(In-gyu)|박근형(Kim Chi-deok)|정만식(Kang Yeong-sik)|윤제문(Kim Moo-jin)|송영창(Jung Baek-jin)|문창길(Professor Yang)|최민철(Sergeant Kim)|박병호(Tojo Hisashi)|남문철(Team Leader),이일형,revenge|political assassination|japanese occupation of korea,"뇌종양 말기, 80대 알츠하이머 환자인 한필주. 일제강점기 때 친일파들에게 가족을 모두 잃었다. 아내가 세상을 떠나자 필주는 60여 년을 계획해 온 복수를 감행하려고 한다. 그는 알바 중인 패밀리 레스토랑에서 절친이 된 20대 알바생 인규에게 일주일만 운전을 도와 달라 부탁한다. 이유도 모른 채 필주를 따라나선 인규는 첫 복수 현장의 CCTV에 노출되어 유력 용의자로 지목된다. 경찰은 수사망을 좁혀오고 사라져가는 기억과 싸우며 필주는 복수를 이어가는데…",https://image.tmdb.org/t/p/original/1MIa1d1jhSqp3s587oruFv3UiSP.jpg,https://image.tmdb.org/t/p/original/ru2LECaGqWtsL3kRWWJ3EoDlF5J.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
464,138614,아내의 애인을 만나다,아내의 애인을 만나다,ko,2007-04-26,2007,1.4795,4.4,7,False,False,18,드라마,92,Released,그놈의 ‘사랑’이 문제였다…,0,0,,tt0943958,,KR,Korean,박광정(Tae-han)|정보석(Joong-sik)|조은지(So-ok)|Kim Sung-mi(Eun-soo)|이은미(Cafe Girl)|오달수(Taxi Driver)|유연수(Karaoke Manager)|고은기(Houseguest),김태식,,"아내가 바람이 난 것 같다.  이제껏 인생 자체가 소심하기 짝이 없었던 나.  소일거리로 도장을 파며 하루하루 살고 있다.  어느 날, 아내의 불륜현장을 덮치고자 계획을 세운다.  택시 기사인 그놈의 집 근처를 배회하다가  손님을 가장해 그놈의 택시를 잡아타고 낙산까지 장거리를 제안한다.  흔쾌히 가자고 하는 그놈.  택시에 타자마자 나의 정체를 모르는 그놈은  세상에 사랑만 있을 뿐 불륜은 없다는 등 온갖 궤변을 늘어놓으며 아주 신이 났다.  아내의 애인과 드라이브를 하는 도중 여러 정황들과 맞닥뜨리게 된다.  때로는 어색한 적막감에 휩싸이기도 하고  기묘한 신경전을 벌이기도 하지만  우여곡절 끝에 목적지에 도착하게 된다.  그놈은 나와 헤어진 뒤 예상대로 아내가 혼자 있는 집으로 향한다.  현장을 목격한 나는 이 둘을 덮쳐 요절을 내려 하지만  소심하기에 뜻을 이루지 못한다.  결국 그놈의 택시를 훔쳐타고 그놈의 부인이 있는 서울로 향한다.  나라고 가만히 있을 수 없지...",https://image.tmdb.org/t/p/original/wofAFZBI3kZdSK0E5x3B85p6W9T.jpg,https://image.tmdb.org/t/p/original/swsMcg47yuRv0gc8ohfJEkZ1qLC.jpg,,,,pending,,,,,,,,,36,2026-05-28T10:29:05.701917+00:00
465,606906,강철비 2: 정상회담,강철비 2: 정상회담,ko,2020-07-29,2020,1.797,7.059,68,False,False,28|53|10752,액션|스릴러|전쟁,132,Released,동북아시아의 운명이 핵잠수함에 갇혔다,0,12329960,,tt10516176,Lotte Entertainment|Studio Genius|Yworks Entertainment,KR,Japanese|Mandarin|English|Korean,정우성(Han Gyeong-jae)|곽도원(Park Jin-woo)|유연석(Jo Seon-sa)|Angus Macfadyen(William Smoot)|신정근(Jang Gi-seok)|류수영(Park Cheol-woo)|염정아(First lady)|김용림(Prime minister)|김명곤(Li Hongzhang)|장광(Minister of People's Armed Forces),양우석,usa president|submarine|politics|coup d'etat|summit|korean navy|nuclear submarine|inter-korean summit|korea president|inter-korean relations|based on webcomic or webtoon,"북미 평화협정 체결을 위한 대한민국 대통령, 북한의 최고지도자인 위원장과 미국 대통령간의 남북미 정상회담이 북한 원산에서 열린다. 북미 사이 좀처럼 이견이 좁혀지지 않는 가운데 최종 협상을 위해 고심하는 사이, 핵무기 포기와 평화체제 수립에 반발하는 북 호위총국장의 쿠데타가 발생하고, 납치된 세 정상은 북한 핵잠수함에 인질로 갇힌다. 그리고, 좁디 좁은 함장실 안, 예기치 못한 진정한 정상회담이 벌어지게 되는데...",https://image.tmdb.org/t/p/original/rWDJIeUcNRreqog31NKgHIeFPs4.jpg,https://image.tmdb.org/t/p/original/ul8jw3SNflYmn5vi9PDEmH2a8Sf.jpg,,,,pending,,,,,,,,,37,2026-05-28T10:29:05.701917+00:00
466,1436,무사,무사,ko,2001-09-07,2001,1.5105,7.035,143,False,False,36|18|28|10752,역사|드라마|액션|전쟁,158,Released,"지금, 아홉명의 고려 무사가 중국 대륙을 횡단한다!",8000000,996179,,tt0275083,Intz.com|KTB Network|Sidus|CJ Entertainment,KR|CN,Mandarin|Korean,정우성(Yeo-sol)|안성기(Jin-lib)|주진모(Choi Jung)|박용우(Ju-myung)|장쯔이(Princess Bu-yong)|박정학(Ga-nam)|정석용(Ha-il)|이두일(Ji-san)|Han Yeong-mok(Dan-saeng)|Er Cha Huo(Ying Jie-na),김성수,ambassador|china|hostility|slavery|gobi desert|mongolia|exile|battle|middle ages (476-1453)|14th century|goryeo dynasty,"명나라에 사신으로 갔다 간첩으로 몰려 사막에 고립된 고려의 무사들. 뜨거운 사막을 지나 다다른 곳은 허름한 객잔. 그곳에서 원기병에게 납치당한 명나라의 공주 부용과 마주치게 된다. 부용만 구한다면 명나라에 명분도 세우고, 고려로 돌아갈 수도 있다.  사신단을 이끄는 용호군의 장수 최정은 독단적으로 부용을 구출할 것을 결정한다. 결국 부용은 구출하지만 고려무사들의 희생 또한 크다. 최정의 독단적인 행동과 힘든 여정에 고려무사들의 불만은 점점 쌓여만 간다. 게다가 이지헌부사가 고된 여정을 견디지 못하고 죽게 되자 악화된 이지헌의 호위무사 여솔과 최정의 갈등은 부용을 사이에 두고 더욱 깊어져만 간다.  고려로 가는 배를 주겠다는 부용의 제안으로 천신만고끝에 해안토성에 도착하지만 토성은 원기병의 공격으로 이미 폐허 상태이다. 부용을 뒤쫓는 원기병은 어느새 토성까지 이르렀다. 원기병은 부용을 내준다면 목숨만을 살려주겠다고 말한다. 이들은 이제 선택의 기로에 서 있다. 부용을 내줄 것인가, 목숨을 걸고 부용을 지킬 것인가. 과연 이들은 무사히 고려로 돌아갈 수 있을까?",https://image.tmdb.org/t/p/original/ufwFltSgo9KuGRquCnbpdNj7Psk.jpg,https://image.tmdb.org/t/p/original/gUjWplwrg1Nd7KKfzw1nDgzlfpb.jpg,,,,pending,,,,,,,,,37,2026-05-28T10:29:05.701917+00:00
467,462385,7호실,7호실,ko,2017-11-15,2017,1.8626,6.6,26,False,False,35|53,코미디|스릴러,100,Released,생존이 걸린 비밀을 감춘 방,0,0,,tt7465704,Myung Films|Lotte Entertainment,KR,Korean,신하균(Doo-sik)|도경수(Tae-jung)|김동영(Han-wook)|김종수(Real Estate Agent)|김종구(Vice-principal)|박수영(Superintendent)|전석호(Detective Woo)|황정민(Doo-sik's Sister)|정희태(Pawnshop Staff)|이서환(Drunk Man),Lee Yong-seung,,"서울의 망해가는 DVD방 사장 두식. 학자금 빚을 갚으려 DVD방에서 일하는 알바생 태정. 팔리지도 않던 가게에 기적처럼 매수자가 나타난 바로 그 때! 예상치 못한 사고가 일어나고, 두식은 시체를 7호실에 숨겨 봉쇄한다. 한편, 빚을 해결해주는 조건으로 마약을 7호실에 잠시 감춰놨던 태정은 늘 열려있던 그 방의 문을 두식이 갑자기 잠가버리자 당황하는데…",https://image.tmdb.org/t/p/original/tE9fWJlVdilAwam2s7dlAVfTgHz.jpg,https://image.tmdb.org/t/p/original/jQcqHX1BWuTzR9VwAjzRehbGWIH.jpg,,,,pending,,,,,,,,,37,2026-05-28T10:29:05.701917+00:00
